strategy,solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,detected_priority,complexity_level,risk_level,gt_weight_surplus_usd,gt_weight_surplus_percentage,gt_weight_gas_cost,gt_weight_protocol_fees,gt_weight_total_hops,gt_weight_protocols_count,gt_weight_estimated_execution_time,gt_weight_solver_reputation_score,gt_weight_solver_success_rate
Gas-Optimized,30523,227317,6837037,good_til_cancel,75,2.1738164924680965,2,False,True,False,minimize_gas,18.55,60.82,10.95,9.68,False,1,1,stable,stable,683.42,662.93,coingecko,0.902,1.58,45,True,0.851,telegram,1,0.15,0.0222,0.98,swap,cost,moderate,medium,0.1107,0.0866,0.3066,0.1391,0.0805,0.062,0.0492,0.0795,0.0858
Gas-Optimized,26446,187955,4467874,good_til_cancel,73,2.2384353590211528,2,True,False,False,minimize_gas,22.62,60.81,14.71,1.86,False,1,1,stable,volatile,144.19,140.12,dexscreener,0.909,1.74,30,True,0.858,web,2,0.08,0.0522,0.45,swap,cost,moderate,medium,0.0941,0.1044,0.3373,0.0932,0.123,0.0722,0.0406,0.0679,0.0673
Reputation-Trust,9873,155318,230176,immediate,74,2.386488416132541,2,True,False,False,balanced,33.05,18.17,7.45,41.33,True,3,2,volatile,"stable,volatile",2888.61,2919.61,dexscreener,0.899,2.43,59,True,0.805,api,4,2.12,0.0734,0.53,complex_defi,output,moderate,medium,0.1215,0.1121,0.1375,0.0723,0.0583,0.0647,0.0827,0.1839,0.167
Surplus-First,27224,281792,2531770,good_til_cancel,76,2.73024567930412,3,True,True,True,maximize_output,75.9,10.59,11.9,1.61,False,2,2,native,volatile,41662.89,42191.24,internal,0.918,2.96,41,False,0.707,web,1,34.24,0.0822,0.65,complex_defi,output,complex,high,0.314,0.2272,0.0596,0.0778,0.0322,0.0422,0.0547,0.0801,0.1122
Gas-Optimized,37863,94152,5404042,immediate,79,2.458532515689344,3,False,False,True,minimize_gas,19.28,53.54,5.22,21.95,False,1,1,volatile,stable,170.15,167.24,internal,0.886,1.1,48,True,0.769,mobile,0,0.13,0.0789,0.99,limit_order,cost,simple,medium,0.0943,0.0899,0.3161,0.1522,0.0838,0.0589,0.0652,0.0547,0.0849
Reputation-Trust,17075,154954,541530,immediate,66,2.6757842676303474,3,False,True,False,balanced,34.83,16.85,-1.86,50.19,True,1,1,volatile,volatile,9474.25,9301.97,internal,0.902,1.88,39,False,0.845,web,4,15.96,0.1684,0.79,swap,output,moderate,high,0.1491,0.1407,0.104,0.095,0.0402,0.033,0.1152,0.1756,0.1472
Surplus-First,24121,104730,1039880,immediate,61,2.852023598307118,3,False,True,True,maximize_output,68.36,9.17,7.88,14.59,False,1,1,volatile,stable,38800.31,39188.18,coingecko,0.884,2.85,56,False,0.857,web,5,35.51,0.0915,0.45,limit_order,output,moderate,high,0.2911,0.2304,0.0679,0.06,0.0347,0.0407,0.0557,0.0853,0.1342
Reputation-Trust,18747,57728,1353216,good_til_cancel,51,2.349788302999462,2,True,True,True,maximize_output,33.0,15.99,4.41,46.6,True,2,2,native,native,7857.24,7942.56,dexscreener,0.949,1.83,64,True,0.839,mobile,5,12.14,0.1545,0.77,complex_defi,output,complex,high,0.1345,0.094,0.1419,0.0614,0.0521,0.0545,0.1081,0.1984,0.1551
Reputation-Trust,19272,117702,806912,immediate,70,2.384091371017763,2,True,True,True,maximize_output,21.03,23.59,12.89,42.49,True,2,1,"native,stable",volatile,4669.63,4660.79,dexscreener,0.914,1.86,42,False,0.871,mobile,4,7.59,0.1626,0.64,swap,cost,moderate,medium,0.1299,0.1057,0.1019,0.0762,0.0541,0.0536,0.1022,0.1727,0.2037
Gas-Optimized,15560,191530,6477274,immediate,62,2.3607871025074108,2,False,True,False,minimize_gas,23.94,52.69,8.76,14.61,True,1,1,volatile,volatile,360.31,356.65,coingecko,0.916,0.84,49,True,0.774,mobile,3,0.51,0.1416,0.73,swap,cost,moderate,medium,0.1281,0.0958,0.3366,0.0988,0.1246,0.0563,0.0302,0.0779,0.0517
Surplus-First,12975,269660,2426135,immediate,80,2.627642268347499,3,False,True,True,maximize_output,79.91,9.15,7.1,3.84,False,2,2,stable,native,18240.32,18138.46,dexscreener,0.959,2.15,71,False,0.757,web,5,38.47,0.2109,0.49,complex_defi,output,moderate,high,0.2847,0.2829,0.0611,0.0598,0.0285,0.0232,0.0599,0.1146,0.0853
Gas-Optimized,20586,173895,3608932,good_til_cancel,41,2.2091804298779123,3,True,True,True,minimize_gas,22.47,59.05,8.19,10.29,True,1,1,stable,volatile,304.61,299.96,dexscreener,0.939,0.73,38,True,0.762,api,1,0.08,0.0255,0.75,limit_order,cost,moderate,medium,0.1119,0.1129,0.3196,0.1058,0.0867,0.0744,0.063,0.0734,0.0523
Surplus-First,18555,105884,2007646,good_til_cancel,85,2.536192985263352,4,False,True,False,maximize_output,63.89,14.3,10.75,11.06,False,2,2,"native,stable","stable,volatile",30514.99,30844.51,dexscreener,0.975,2.19,59,True,0.82,api,0,44.45,0.1457,0.69,complex_defi,output,complex,high,0.2634,0.2615,0.0871,0.049,0.0296,0.0349,0.0823,0.0953,0.0969
Reputation-Trust,13655,89212,1386045,good_til_cancel,60,2.4397815109967427,2,True,False,False,balanced,23.42,21.86,18.95,35.77,True,3,1,stable,native,1065.7,1053.82,internal,0.917,1.27,32,False,0.914,telegram,1,0.45,0.0424,0.62,complex_defi,output,moderate,medium,0.1094,0.1052,0.1464,0.093,0.0634,0.0285,0.0981,0.1661,0.1899
Reputation-Trust,14857,83153,705434,good_til_cancel,55,2.399054121993656,2,True,False,True,balanced,25.34,22.65,8.73,43.28,True,3,1,"stable,volatile","stable,volatile",1047.19,1053.64,internal,0.925,1.47,25,True,0.942,mobile,6,1.82,0.1737,0.81,complex_defi,output,moderate,medium,0.1574,0.1169,0.0839,0.0735,0.0428,0.0632,0.1088,0.225,0.1285
Gas-Optimized,28507,130130,893281,good_til_cancel,79,2.499587989213198,3,True,True,False,minimize_gas,16.03,55.1,12.05,16.82,False,1,1,native,native,408.83,397.26,internal,0.945,0.56,55,True,0.773,mobile,0,0.22,0.0543,0.69,swap,cost,moderate,medium,0.1051,0.0805,0.3475,0.153,0.0887,0.0567,0.0392,0.0503,0.079
Reputation-Trust,13145,138832,1220559,immediate,73,2.7590921836748654,3,True,True,True,maximize_output,30.38,27.87,4.54,37.2,True,2,1,stable,"stable,volatile",8769.96,8631.5,coingecko,0.893,2.28,59,False,0.943,telegram,2,7.34,0.0837,0.35,swap,output,complex,high,0.1337,0.1495,0.1067,0.0599,0.036,0.0515,0.1077,0.1964,0.1586
Reputation-Trust,13856,73404,1000370,immediate,55,2.2800769928450526,3,False,True,True,balanced,20.77,23.67,0.85,54.71,True,1,1,native,stable,5349.8,5334.1,coingecko,0.887,1.77,63,False,0.87,web,5,8.26,0.1544,0.8,limit_order,cost,moderate,high,0.1217,0.0991,0.1323,0.0691,0.0467,0.0603,0.0772,0.1839,0.2097
Reputation-Trust,8368,101718,485668,immediate,55,2.505231962935433,2,False,True,True,maximize_output,34.5,20.93,-8.15,52.73,True,2,2,"stable,volatile",volatile,4242.07,4264.35,dexscreener,0.9,2.25,56,False,0.922,web,5,8.21,0.1935,0.76,complex_defi,output,moderate,medium,0.1256,0.1219,0.1384,0.0494,0.053,0.0365,0.0962,0.2437,0.1353
Gas-Optimized,16799,150523,4010575,immediate,49,2.194197595390304,2,True,True,True,minimize_gas,29.15,68.79,5.89,-3.84,True,1,1,native,stable,712.13,718.66,dexscreener,0.878,0.89,30,False,0.894,web,1,0.68,0.0951,0.57,limit_order,cost,moderate,medium,0.1429,0.0978,0.2732,0.0855,0.1221,0.0738,0.0509,0.0768,0.077
Reputation-Trust,14803,63458,1407714,good_til_cancel,51,2.5371088635530605,3,False,True,True,balanced,32.27,21.36,10.26,36.11,True,1,1,stable,volatile,7753.04,7775.75,internal,0.933,1.45,49,True,0.922,telegram,4,4.01,0.0517,0.69,limit_order,output,moderate,high,0.113,0.0864,0.1261,0.0717,0.0492,0.0613,0.1223,0.2263,0.1437
Surplus-First,18088,197850,1679470,immediate,79,2.7313477269416038,3,True,False,False,maximize_output,68.91,13.25,11.05,6.79,False,2,2,"native,stable",volatile,49558.71,49390.32,coingecko,0.967,2.6,59,False,0.928,mobile,5,95.23,0.1922,0.5,complex_defi,output,moderate,high,0.3053,0.1984,0.0829,0.0387,0.0344,0.0255,0.0849,0.1142,0.1157
Reputation-Trust,10913,123742,1549723,fill_or_kill,75,2.7860389588825982,3,False,False,True,maximize_output,28.18,25.4,1.08,45.34,True,3,2,"stable,volatile",volatile,6092.64,6158.84,coingecko,0.91,1.95,37,False,0.938,telegram,5,6.96,0.1142,0.65,complex_defi,output,moderate,high,0.1542,0.105,0.0886,0.0922,0.0571,0.0591,0.0778,0.1888,0.1772
Gas-Optimized,15393,136258,3270916,immediate,78,2.3390977753672604,2,True,False,False,minimize_gas,26.47,51.6,12.16,9.77,False,1,1,volatile,native,826.82,814.27,internal,0.915,0.97,32,True,0.85,web,2,0.61,0.0733,0.93,swap,cost,moderate,medium,0.1052,0.1135,0.3298,0.1106,0.1177,0.0612,0.0315,0.0726,0.0579
Surplus-First,19438,174849,3228672,immediate,57,2.514434721220832,3,True,False,True,maximize_output,61.03,7.67,6.31,24.99,False,1,1,stable,"stable,volatile",22381.03,22781.25,internal,0.958,2.25,75,False,0.827,api,3,57.9,0.2587,0.79,limit_order,output,moderate,high,0.253,0.2353,0.0638,0.0702,0.0325,0.0428,0.086,0.0916,0.1248
Reputation-Trust,14682,116594,1757962,good_til_cancel,65,2.566270465434957,3,False,False,False,balanced,29.36,16.85,17.3,36.49,True,3,2,volatile,native,9012.47,8971.3,internal,0.912,1.98,64,False,0.86,web,3,6.38,0.0708,0.35,complex_defi,output,moderate,high,0.1268,0.133,0.0976,0.0958,0.0533,0.0564,0.077,0.1677,0.1924
Reputation-Trust,8491,131967,995773,good_til_cancel,56,2.7510345085890564,2,False,True,False,maximize_output,21.96,29.15,-0.34,49.23,True,3,2,"stable,volatile",stable,8940.23,8947.11,dexscreener,0.93,2.46,42,True,0.93,mobile,1,11.9,0.1331,0.55,complex_defi,cost,moderate,high,0.1345,0.1084,0.0955,0.0565,0.049,0.0347,0.0769,0.2461,0.1984
Surplus-First,14233,159669,2533812,good_til_cancel,82,2.7793617838373565,4,True,False,True,maximize_output,62.4,9.97,9.31,18.32,False,1,2,stable,native,14827.63,14872.57,internal,0.903,2.46,48,True,0.801,api,1,37.12,0.2503,0.61,complex_defi,output,moderate,high,0.3021,0.2649,0.0494,0.0655,0.0248,0.0342,0.0691,0.0977,0.0923
Surplus-First,19981,293337,2432123,good_til_cancel,91,2.835737185389578,4,False,True,True,maximize_output,61.82,11.04,11.19,15.95,False,2,2,native,"stable,volatile",508.4,500.55,internal,0.879,2.01,70,False,0.837,api,5,0.39,0.0766,0.75,complex_defi,output,complex,medium,0.2815,0.2654,0.0819,0.0475,0.026,0.0243,0.0527,0.1313,0.0894
Reputation-Trust,14563,112293,1469241,good_til_cancel,59,2.3791063671224784,4,False,True,False,balanced,32.67,24.82,4.27,38.24,True,2,1,"native,stable",stable,8305.68,8252.04,coingecko,0.96,1.85,61,False,0.903,api,3,4.34,0.0522,0.76,swap,output,moderate,high,0.1531,0.1282,0.1342,0.0509,0.0371,0.0635,0.1034,0.1649,0.1647
Reputation-Trust,17824,116633,1138308,good_til_cancel,66,2.48232279284684,3,True,False,True,balanced,24.83,23.98,-2.35,53.53,True,1,2,native,"stable,volatile",5284.43,5267.12,coingecko,0.946,1.9,59,True,0.862,telegram,1,5.8,0.1097,0.71,complex_defi,output,moderate,high,0.1197,0.1211,0.1099,0.0646,0.0626,0.0329,0.0751,0.1946,0.2195
Surplus-First,28092,91222,1017683,good_til_cancel,52,2.7667828956179945,4,True,True,False,maximize_output,66.07,7.2,12.08,14.65,True,2,1,volatile,volatile,26491.12,26527.78,coingecko,0.934,2.45,53,False,0.721,api,5,22.09,0.0834,0.75,complex_defi,output,complex,high,0.269,0.1959,0.0865,0.0678,0.0253,0.0466,0.056,0.1409,0.112
Gas-Optimized,40963,144108,1866242,good_til_cancel,75,2.249984588586105,3,False,True,True,minimize_gas,22.82,58.99,7.38,10.8,True,1,1,volatile,volatile,265.06,263.02,coingecko,0.825,0.68,27,True,0.781,mobile,0,0.06,0.0221,0.81,limit_order,cost,moderate,medium,0.1134,0.0956,0.2698,0.1497,0.1001,0.0707,0.0551,0.0675,0.0781
Reputation-Trust,14210,136916,721493,immediate,68,2.43894192353238,2,True,False,True,maximize_output,25.1,24.46,8.79,41.66,True,2,1,native,stable,416.93,411.48,dexscreener,0.907,2.03,42,False,0.936,mobile,6,0.42,0.0997,0.56,swap,output,moderate,medium,0.1187,0.0861,0.0916,0.0789,0.0484,0.0676,0.0777,0.2206,0.2104
Gas-Optimized,30875,313674,4191223,good_til_cancel,79,2.471638605970959,3,False,True,False,minimize_gas,18.48,56.74,10.7,14.08,False,1,1,volatile,stable,223.52,224.68,coingecko,0.871,1.05,60,True,0.826,api,3,0.07,0.0331,0.72,swap,cost,moderate,medium,0.1207,0.1229,0.261,0.1334,0.1192,0.0679,0.0567,0.0765,0.0417
Gas-Optimized,27281,250903,2391082,immediate,49,2.235116225140729,3,True,False,True,minimize_gas,27.94,59.27,12.92,-0.12,True,1,1,stable,native,395.24,392.11,coingecko,0.899,1.91,47,True,0.91,web,1,0.28,0.0702,0.8,limit_order,cost,moderate,medium,0.1104,0.1198,0.3228,0.1019,0.0979,0.0807,0.0361,0.0639,0.0665
Gas-Optimized,33217,391158,5045285,good_til_cancel,80,2.2485183476561748,2,False,True,False,minimize_gas,18.66,55.04,14.58,11.72,False,1,1,volatile,native,903.84,876.77,coingecko,0.828,1.6,47,False,0.868,telegram,1,0.92,0.1018,0.8,swap,cost,moderate,medium,0.1489,0.1007,0.2826,0.1098,0.1042,0.0796,0.0389,0.0782,0.0571
Reputation-Trust,15763,166477,251148,immediate,67,2.451983457085731,3,False,False,False,balanced,28.43,17.83,6.17,47.57,True,2,1,"native,stable",native,8199.22,8108.43,dexscreener,0.955,1.64,46,False,0.822,web,6,12.94,0.1578,0.59,complex_defi,output,moderate,high,0.147,0.0865,0.0998,0.0666,0.0617,0.0279,0.1157,0.1992,0.1956
Surplus-First,21229,132363,2556098,immediate,78,2.9618030461826748,3,False,True,True,maximize_output,71.72,5.59,5.56,17.12,False,2,1,volatile,native,49353.0,49499.25,internal,0.861,1.87,66,False,0.839,api,5,27.37,0.0555,0.69,swap,output,moderate,high,0.298,0.2387,0.0769,0.0689,0.0273,0.0382,0.0773,0.0841,0.0906
Gas-Optimized,18327,179552,6121383,good_til_cancel,46,2.1614523020732017,3,False,False,False,minimize_gas,22.3,50.27,7.36,20.07,True,1,1,native,stable,705.99,702.99,dexscreener,0.872,1.41,34,False,0.871,telegram,2,0.18,0.0258,0.62,swap,cost,simple,medium,0.126,0.0847,0.3556,0.1118,0.091,0.0664,0.0292,0.0859,0.0494
Surplus-First,18799,144637,1489475,immediate,85,2.788966820130476,4,False,True,True,maximize_output,64.36,9.3,7.12,19.23,True,2,1,stable,volatile,26954.01,26890.71,coingecko,0.979,2.14,74,True,0.921,api,1,72.4,0.2686,0.74,swap,output,moderate,high,0.3057,0.2181,0.0665,0.0729,0.0242,0.0309,0.0633,0.125,0.0934
Reputation-Trust,9786,136391,1562647,immediate,50,2.269771425917392,2,True,False,False,balanced,33.67,15.58,4.33,46.41,True,1,1,native,"stable,volatile",9686.2,9639.14,dexscreener,0.887,2.01,65,True,0.801,telegram,3,9.33,0.0964,0.4,swap,output,moderate,high,0.1071,0.099,0.1381,0.0763,0.0542,0.0487,0.116,0.198,0.1626
Gas-Optimized,28546,136184,5837890,good_til_cancel,70,2.101092293131253,3,False,True,True,minimize_gas,29.35,55.14,12.66,2.85,True,1,1,native,native,174.93,170.0,internal,0.916,1.5,45,True,0.866,web,3,0.24,0.136,0.53,limit_order,cost,moderate,medium,0.142,0.1127,0.2798,0.1003,0.1112,0.0759,0.039,0.0799,0.0592
Reputation-Trust,14690,96956,358833,fill_or_kill,58,2.7578285316726574,2,True,True,False,balanced,32.41,24.41,-3.24,46.42,True,2,1,"stable,volatile",volatile,5350.83,5277.6,coingecko,0.961,2.1,52,False,0.821,web,1,2.83,0.0528,0.49,swap,output,moderate,high,0.1031,0.105,0.1423,0.0822,0.0349,0.057,0.1123,0.1635,0.1997
Gas-Optimized,20353,256717,2491952,good_til_cancel,52,2.24108093477963,3,True,True,True,minimize_gas,22.36,68.79,6.21,2.65,True,1,1,native,native,285.51,282.61,dexscreener,0.825,1.24,42,True,0.788,web,1,0.42,0.1456,0.49,limit_order,cost,moderate,medium,0.1159,0.113,0.3509,0.1352,0.0777,0.0548,0.0496,0.0553,0.0476
Surplus-First,11566,286963,3050336,immediate,67,2.562237504122192,4,False,False,False,maximize_output,72.94,7.86,13.62,5.58,False,2,1,"stable,volatile","stable,volatile",2312.73,2300.46,internal,0.885,1.62,57,True,0.808,mobile,4,2.85,0.1234,0.35,complex_defi,output,moderate,high,0.3017,0.2203,0.0765,0.049,0.0389,0.0292,0.0498,0.1346,0.1
Gas-Optimized,35957,357857,1108170,immediate,66,2.1500731524274737,3,True,False,True,minimize_gas,20.55,69.21,7.46,2.78,True,1,1,native,volatile,902.36,900.49,coingecko,0.843,1.16,37,False,0.824,telegram,1,0.58,0.0639,0.74,limit_order,cost,moderate,medium,0.127,0.1052,0.2778,0.1312,0.1155,0.0643,0.0607,0.0713,0.047
Gas-Optimized,23805,269357,1663991,immediate,43,2.457419372819293,3,True,False,True,minimize_gas,27.93,66.4,8.28,-2.61,True,1,1,volatile,stable,509.11,496.37,coingecko,0.907,1.09,38,True,0.786,mobile,1,0.61,0.1205,0.66,limit_order,cost,moderate,medium,0.1227,0.11,0.32,0.114,0.0922,0.0498,0.0629,0.0578,0.0706
Surplus-First,27616,124210,3556660,immediate,93,2.792377668119604,3,False,False,False,maximize_output,64.6,13.28,14.87,7.26,False,1,1,"stable,volatile","stable,volatile",39422.06,39429.98,coingecko,0.925,2.45,79,True,0.925,telegram,0,36.15,0.0917,0.51,swap,output,simple,high,0.3186,0.2644,0.0717,0.0342,0.0449,0.0439,0.0499,0.0894,0.083
Surplus-First,13361,246489,2463880,good_til_cancel,68,2.541937562685895,3,False,False,True,maximize_output,72.82,13.74,10.55,2.89,False,1,1,"stable,volatile",native,12875.16,13096.85,dexscreener,0.857,2.25,45,False,0.949,api,1,7.34,0.057,0.77,limit_order,output,simple,high,0.3029,0.2403,0.0812,0.0334,0.0259,0.0407,0.0769,0.0814,0.1173
Gas-Optimized,30954,388526,5445335,good_til_cancel,41,2.1988917312442995,3,False,True,False,minimize_gas,16.06,57.23,5.59,21.12,False,1,1,native,native,189.18,183.84,dexscreener,0.934,1.99,52,False,0.868,mobile,1,0.2,0.1061,0.74,swap,cost,moderate,medium,0.1088,0.1066,0.3502,0.1149,0.0846,0.0443,0.0482,0.0608,0.0816
Gas-Optimized,25502,216313,5999322,good_til_cancel,49,2.268315436156442,3,True,False,True,minimize_gas,28.66,63.02,12.26,-3.93,True,1,1,native,native,659.7,652.61,dexscreener,0.82,1.22,37,False,0.866,telegram,3,0.33,0.0502,0.89,limit_order,cost,moderate,medium,0.1393,0.123,0.2921,0.1461,0.107,0.0485,0.0302,0.0496,0.0642
Reputation-Trust,19256,66946,1507119,good_til_cancel,56,2.756722399464413,3,True,False,False,balanced,27.55,16.89,12.21,43.35,True,1,1,"stable,volatile,native",native,5448.36,5434.09,dexscreener,0.889,1.01,47,True,0.822,mobile,4,2.83,0.052,0.42,swap,output,moderate,high,0.1497,0.0914,0.1021,0.0529,0.0368,0.0547,0.0988,0.2326,0.181
Reputation-Trust,19094,162492,1282725,fill_or_kill,68,2.67403519378533,4,False,False,False,maximize_output,32.72,22.21,-2.97,48.04,True,3,2,"native,stable",stable,9470.8,9386.04,internal,0.891,1.19,42,False,0.926,telegram,3,11.16,0.1179,0.4,complex_defi,output,moderate,high,0.1326,0.1196,0.1404,0.0879,0.0316,0.0265,0.0741,0.2033,0.184
Surplus-First,22356,209781,959383,immediate,66,2.775275986957397,3,True,False,False,maximize_output,77.26,8.96,8.06,5.72,False,1,1,"stable,volatile",native,10548.52,10517.34,dexscreener,0.906,2.05,61,False,0.768,web,1,16.92,0.1604,0.43,swap,output,moderate,high,0.2644,0.2978,0.0664,0.0565,0.0374,0.0229,0.0655,0.0985,0.0906
Gas-Optimized,21386,252543,4437950,immediate,51,2.1325615659601147,2,False,True,False,minimize_gas,17.04,63.41,13.58,5.97,True,1,1,volatile,native,199.69,199.41,internal,0.876,1.54,45,True,0.756,telegram,1,0.19,0.094,0.57,swap,cost,moderate,medium,0.1383,0.127,0.2722,0.1419,0.0745,0.0718,0.0469,0.0815,0.0459
Reputation-Trust,16810,92726,471724,fill_or_kill,70,2.6744024208749564,2,False,True,False,maximize_output,33.46,24.92,5.34,36.28,True,3,2,volatile,volatile,8116.65,8210.93,internal,0.927,1.35,60,False,0.809,telegram,6,12.26,0.1511,0.45,complex_defi,output,moderate,high,0.1146,0.1301,0.1173,0.0894,0.0589,0.0411,0.0728,0.2044,0.1714
Reputation-Trust,19600,104967,1004567,fill_or_kill,64,2.373358326057918,2,False,False,False,balanced,23.45,24.13,5.34,47.09,True,1,2,stable,volatile,4607.82,4542.73,coingecko,0.915,2.41,60,True,0.856,telegram,2,2.07,0.0449,0.77,complex_defi,cost,simple,medium,0.1131,0.1607,0.1325,0.085,0.0463,0.062,0.0819,0.1811,0.1374
Gas-Optimized,29721,117994,6531861,immediate,63,2.1332005222001964,2,False,False,False,minimize_gas,20.01,68.86,10.88,0.25,False,1,1,native,stable,183.87,180.7,dexscreener,0.819,1.77,29,True,0.894,telegram,3,0.24,0.128,0.83,swap,cost,simple,medium,0.0895,0.1161,0.2707,0.1166,0.1279,0.0839,0.0446,0.0862,0.0645
Surplus-First,28466,155085,3293907,immediate,69,2.972395955457675,3,False,False,False,maximize_output,70.44,5.26,13.8,10.5,False,1,1,volatile,native,7431.04,7537.79,dexscreener,0.933,1.54,43,False,0.737,web,2,10.48,0.141,0.55,swap,output,simple,high,0.2964,0.2213,0.0649,0.066,0.0432,0.0346,0.0698,0.1012,0.1026
Gas-Optimized,21685,331943,3396077,immediate,62,2.2643825065604557,3,False,False,False,minimize_gas,16.6,67.49,12.79,3.12,False,1,1,stable,volatile,902.38,909.23,coingecko,0.938,1.41,24,False,0.87,telegram,1,0.48,0.0537,0.6,swap,cost,simple,medium,0.1214,0.0797,0.2989,0.133,0.0983,0.0874,0.0416,0.0549,0.0848
Gas-Optimized,28165,293436,6600108,good_til_cancel,47,2.023537659848785,2,False,False,True,minimize_gas,27.41,50.53,5.07,16.99,True,1,1,native,volatile,824.71,819.98,coingecko,0.834,1.86,52,False,0.862,api,0,0.43,0.0515,0.59,limit_order,cost,simple,medium,0.1182,0.0911,0.3106,0.1177,0.1029,0.0765,0.0365,0.0873,0.0592
Gas-Optimized,25768,205696,5633855,good_til_cancel,42,2.052439629867422,3,False,True,False,minimize_gas,28.34,58.23,7.24,6.19,True,1,1,stable,native,688.62,689.34,coingecko,0.885,0.91,57,True,0.879,web,1,0.34,0.0494,0.56,swap,cost,moderate,medium,0.1058,0.0985,0.3186,0.1449,0.1095,0.0524,0.0559,0.0666,0.0478
Reputation-Trust,13266,85327,191999,immediate,71,2.2973739675616813,4,True,True,False,maximize_output,24.27,17.53,11.6,46.61,True,1,1,stable,native,5894.59,5921.5,coingecko,0.942,1.75,58,False,0.865,mobile,5,2.51,0.0426,0.62,swap,output,complex,high,0.133,0.1483,0.1253,0.057,0.0469,0.063,0.0871,0.2038,0.1356
Surplus-First,20514,130626,3356806,immediate,88,2.822777405713822,3,False,True,False,maximize_output,62.69,14.74,9.43,13.14,False,2,1,"native,stable",volatile,43510.55,42754.54,internal,0.916,1.7,63,True,0.743,mobile,0,48.89,0.1124,0.53,complex_defi,output,moderate,high,0.3093,0.2194,0.088,0.0533,0.0377,0.0229,0.0497,0.1024,0.1173
Surplus-First,18145,186334,1750178,immediate,59,2.9195165106148937,3,True,True,False,maximize_output,70.46,12.01,5.95,11.58,False,1,1,"stable,volatile",native,17245.88,17067.14,dexscreener,0.857,1.83,71,False,0.801,mobile,0,28.42,0.1648,0.7,swap,output,moderate,high,0.2819,0.273,0.0692,0.0343,0.0334,0.0378,0.0527,0.104,0.1137
Reputation-Trust,9297,166350,968986,good_til_cancel,71,2.77569077707935,2,True,False,False,balanced,29.84,24.58,-3.23,48.81,True,2,1,"native,stable","stable,volatile",7051.73,6938.77,internal,0.911,2.08,44,False,0.899,web,4,13.82,0.196,0.38,complex_defi,output,moderate,high,0.1114,0.1277,0.1314,0.0581,0.0381,0.0394,0.0767,0.1877,0.2295
